"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789104","1.3.3.16.1","378400","","","","0"
"2019","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789104","1.3.3.16.1","287000","","","","0"
"2015","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110789107","1.3.3.16.4","11.1","","","","1"
"2016","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110789107","1.3.3.16.4","10.0","","","","1"
"2017","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110789107","1.3.3.16.4","9.3","","","","1"
"2018","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110789107","1.3.3.16.4","9.3","","","","1"
"2019","Canada (excluding territories)","","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110789107","1.3.3.16.4","6.9","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789279","1.4.1.15.1","1367500","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789279","1.4.1.15.1","1325700","","","","0"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789279","1.4.1.15.1","1316000","","","","0"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789279","1.4.1.15.1","1301300","","","","0"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789279","1.4.1.15.1","1220300","","","","0"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789282","1.4.1.15.4","19.5","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789282","1.4.1.15.4","18.9","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789282","1.4.1.15.4","18.6","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789282","1.4.1.15.4","18.2","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789282","1.4.1.15.4","16.9","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789286","1.4.1.16.1","994500","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789286","1.4.1.16.1","979800","","","","0"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789286","1.4.1.16.1","961300","","","","0"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789286","1.4.1.16.1","914400","","","","0"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789286","1.4.1.16.1","838400","","","","0"
"2015","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789289","1.4.1.16.4","14.2","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789289","1.4.1.16.4","13.9","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789289","1.4.1.16.4","13.6","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789289","1.4.1.16.4","12.8","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789289","1.4.1.16.4","11.6","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789461","1.4.2.15.1","795900","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789461","1.4.2.15.1","747200","","","","0"
"2017","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789461","1.4.2.15.1","815200","","","","0"
"2018","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789461","1.4.2.15.1","786600","","","","0"
"2019","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789461","1.4.2.15.1","725900","","","","0"
"2015","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789464","1.4.2.15.4","22.9","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789464","1.4.2.15.4","21.4","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789464","1.4.2.15.4","23.2","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789464","1.4.2.15.4","22.1","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789464","1.4.2.15.4","20.2","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110789468","1.4.2.16.1","562700","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110789468","1.4.2.16.1","540500","","","","0"
"2017","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110789468","1.4.2.16.1","585200","","","","0"
"2018","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110789468","1.4.2.16.1","540400","","","","0"
"2019","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110789468","1.4.2.16.1","486500","","","","0"
"2015","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110789471","1.4.2.16.4","16.2","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110789471","1.4.2.16.4","15.5","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110789471","1.4.2.16.4","16.6","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110789471","1.4.2.16.4","15.2","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110789471","1.4.2.16.4","13.6","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","571600","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","578500","","","","0"
"2017","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","500800","","","","0"
"2018","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","514700","","","","0"
"2019","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","494500","","","","0"
"2015","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789646","1.4.3.15.4","16.2","","","","1"
"2016","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789646","1.4.3.15.4","16.4","","","","1"
"2017","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789646","1.4.3.15.4","14.0","","","","1"
"2018","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789646","1.4.3.15.4","14.3","","","","1"
"2019","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789646","1.4.3.15.4","13.5","","","","1"
"2015","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789650","1.4.3.16.1","431800","","","","0"
"2016","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789650","1.4.3.16.1","439300","","","","0"
